Name, Value, Epoch, Run
f_activation.alpha,0.28853750228881836,0,4
f_activation.beta,5.350552964955568e-05,0,4
layer1.0.f_activation.alpha,0.28853750228881836,0,4
layer1.0.f_activation.beta,5.350552964955568e-05,0,4
layer1.1.f_activation.alpha,0.28853750228881836,0,4
layer1.1.f_activation.beta,5.350552964955568e-05,0,4
layer2.0.f_activation.alpha,0.28853750228881836,0,4
layer2.0.f_activation.beta,5.350552964955568e-05,0,4
layer2.1.f_activation.alpha,0.28853750228881836,0,4
layer2.1.f_activation.beta,5.350552964955568e-05,0,4
layer3.0.f_activation.alpha,0.28853750228881836,0,4
layer3.0.f_activation.beta,5.350552964955568e-05,0,4
layer3.1.f_activation.alpha,0.28853750228881836,0,4
layer3.1.f_activation.beta,5.350552964955568e-05,0,4
layer4.0.f_activation.alpha,0.28853750228881836,0,4
layer4.0.f_activation.beta,5.350552964955568e-05,0,4
layer4.1.f_activation.alpha,0.28853750228881836,0,4
layer4.1.f_activation.beta,5.350552964955568e-05,0,4
f_activation.alpha,0.28598007559776306,1,2
f_activation.beta,-0.0004912528675049543,1,2
layer1.0.f_activation.alpha,0.2862781584262848,1,2
layer1.0.f_activation.beta,-0.0005261378246359527,1,2
layer1.1.f_activation.alpha,0.28653833270072937,1,2
layer1.1.f_activation.beta,-0.0012148898094892502,1,2
layer2.0.f_activation.alpha,0.2865299880504608,1,2
layer2.0.f_activation.beta,-0.0013955204049125314,1,2
layer2.1.f_activation.alpha,0.2868272066116333,1,2
layer2.1.f_activation.beta,-0.0011435679625719786,1,2
layer3.0.f_activation.alpha,0.28731265664100647,1,2
layer3.0.f_activation.beta,-0.0018852936336770654,1,2
layer3.1.f_activation.alpha,0.2881646752357483,1,2
layer3.1.f_activation.beta,0.0004845326184295118,1,2
layer4.0.f_activation.alpha,0.2907901108264923,1,2
layer4.0.f_activation.beta,0.002813226543366909,1,2
layer4.1.f_activation.alpha,0.29220905900001526,1,2
layer4.1.f_activation.beta,0.0033275028690695763,1,2
f_activation.alpha,0.2847439646720886,2,2
f_activation.beta,-0.0003030570806004107,2,2
layer1.0.f_activation.alpha,0.2845047116279602,2,2
layer1.0.f_activation.beta,-0.0005399116198532283,2,2
layer1.1.f_activation.alpha,0.285078763961792,2,2
layer1.1.f_activation.beta,-0.0016276843380182981,2,2
layer2.0.f_activation.alpha,0.28581926226615906,2,2
layer2.0.f_activation.beta,-0.0020953654311597347,2,2
layer2.1.f_activation.alpha,0.2865665555000305,2,2
layer2.1.f_activation.beta,-0.0010270902421325445,2,2
layer3.0.f_activation.alpha,0.2870807349681854,2,2
layer3.0.f_activation.beta,-0.002067523542791605,2,2
layer3.1.f_activation.alpha,0.28925055265426636,2,2
layer3.1.f_activation.beta,0.0020679079461842775,2,2
layer4.0.f_activation.alpha,0.29434454441070557,2,2
layer4.0.f_activation.beta,0.006381205283105373,2,2
