Name, Value, Epoch, Run
f_activation.alpha,0.2370075136423111,0,2
f_activation.beta,0.2145816534757614,0,2
layer1.0.f_activation.alpha,0.2370075136423111,0,2
layer1.0.f_activation.beta,0.2145816534757614,0,2
layer1.1.f_activation.alpha,0.2370075136423111,0,2
layer1.1.f_activation.beta,0.2145816534757614,0,2
layer2.0.f_activation.alpha,0.2370075136423111,0,2
layer2.0.f_activation.beta,0.2145816534757614,0,2
layer2.1.f_activation.alpha,0.2370075136423111,0,2
layer2.1.f_activation.beta,0.2145816534757614,0,2
layer3.0.f_activation.alpha,0.2370075136423111,0,2
layer3.0.f_activation.beta,0.2145816534757614,0,2
layer3.1.f_activation.alpha,0.2370075136423111,0,2
layer3.1.f_activation.beta,0.2145816534757614,0,2
layer4.0.f_activation.alpha,0.2370075136423111,0,2
layer4.0.f_activation.beta,0.2145816534757614,0,2
layer4.1.f_activation.alpha,0.2370075136423111,0,2
layer4.1.f_activation.beta,0.2145816534757614,0,2
f_activation.alpha,0.23052439093589783,1,2
f_activation.beta,0.7764281630516052,1,2
layer1.0.f_activation.alpha,-0.007100523449480534,1,2
layer1.0.f_activation.beta,1.335460901260376,1,2
layer1.1.f_activation.alpha,-0.008913299068808556,1,2
layer1.1.f_activation.beta,-0.005761750973761082,1,2
layer2.0.f_activation.alpha,-0.03879130631685257,1,2
layer2.0.f_activation.beta,-0.011802184395492077,1,2
layer2.1.f_activation.alpha,-0.015515054576098919,1,2
layer2.1.f_activation.beta,0.018361199647188187,1,2
layer3.0.f_activation.alpha,0.23877491056919098,1,2
layer3.0.f_activation.beta,0.012612604536116123,1,2
layer3.1.f_activation.alpha,0.011460626497864723,1,2
layer3.1.f_activation.beta,0.00047629853361286223,1,2
layer4.0.f_activation.alpha,1.1582956314086914,1,2
layer4.0.f_activation.beta,1.8348971934756264e-05,1,2
layer4.1.f_activation.alpha,0.7078830003738403,1,2
layer4.1.f_activation.beta,-0.02803030237555504,1,2
f_activation.alpha,0.3648008704185486,2,2
f_activation.beta,1.151357650756836,2,2
layer1.0.f_activation.alpha,-0.0014788940316066146,2,2
layer1.0.f_activation.beta,1.6575980186462402,2,2
layer1.1.f_activation.alpha,-0.023640181869268417,2,2
layer1.1.f_activation.beta,0.26975464820861816,2,2
layer2.0.f_activation.alpha,0.09443824738264084,2,2
layer2.0.f_activation.beta,0.01393111888319254,2,2
layer2.1.f_activation.alpha,0.0006600323831662536,2,2
layer2.1.f_activation.beta,0.026978611946105957,2,2
layer3.0.f_activation.alpha,0.23732180893421173,2,2
layer3.0.f_activation.beta,-0.04154590517282486,2,2
layer3.1.f_activation.alpha,0.1597161442041397,2,2
layer3.1.f_activation.beta,-0.0006086170906201005,2,2
layer4.0.f_activation.alpha,1.0368599891662598,2,2
layer4.0.f_activation.beta,0.005296682007610798,2,2
layer4.1.f_activation.alpha,0.7323635220527649,2,2
layer4.1.f_activation.beta,0.0010782320750877261,2,2
f_activation.alpha,0.4798089265823364,3,2
f_activation.beta,1.2084888219833374,3,2
layer1.0.f_activation.alpha,0.0003307775768917054,3,2
layer1.0.f_activation.beta,1.5372872352600098,3,2
layer1.1.f_activation.alpha,0.00046370981726795435,3,2
layer1.1.f_activation.beta,0.3788076937198639,3,2
layer2.0.f_activation.alpha,0.23874153196811676,3,2
layer2.0.f_activation.beta,0.02435917966067791,3,2
layer2.1.f_activation.alpha,-0.021896967664361,3,2
layer2.1.f_activation.beta,0.014840910211205482,3,2
layer3.0.f_activation.alpha,0.25997957587242126,3,2
layer3.0.f_activation.beta,0.00012343275011517107,3,2
layer3.1.f_activation.alpha,-0.11670517921447754,3,2
layer3.1.f_activation.beta,0.2784145474433899,3,2
layer4.0.f_activation.alpha,1.0007879734039307,3,2
layer4.0.f_activation.beta,0.0016203431878238916,3,2
layer4.1.f_activation.alpha,0.7041292190551758,3,2
layer4.1.f_activation.beta,-1.0175527334213257,3,2
