Name, Value, Epoch, Run
f_activation.alpha,0.3776894807815552,0
f_activation.beta,0.44109243154525757,0
layer1.0.f_activation.alpha,0.3776894807815552,0
layer1.0.f_activation.beta,0.44109243154525757,0
layer1.1.f_activation.alpha,0.3776894807815552,0
layer1.1.f_activation.beta,0.44109243154525757,0
layer2.0.f_activation.alpha,0.3776894807815552,0
layer2.0.f_activation.beta,0.44109243154525757,0
layer2.1.f_activation.alpha,0.3776894807815552,0
layer2.1.f_activation.beta,0.44109243154525757,0
layer3.0.f_activation.alpha,0.3776894807815552,0
layer3.0.f_activation.beta,0.44109243154525757,0
layer3.1.f_activation.alpha,0.3776894807815552,0
layer3.1.f_activation.beta,0.44109243154525757,0
layer4.0.f_activation.alpha,0.3776894807815552,0
layer4.0.f_activation.beta,0.44109243154525757,0
layer4.1.f_activation.alpha,0.3776894807815552,0
layer4.1.f_activation.beta,0.44109243154525757,0
f_activation.alpha,0.3764260411262512,1
f_activation.beta,0.44117724895477295,1
layer1.0.f_activation.alpha,0.3765529990196228,1
layer1.0.f_activation.beta,0.43975213170051575,1
layer1.1.f_activation.alpha,0.3764600455760956,1
layer1.1.f_activation.beta,0.43965449929237366,1
layer2.0.f_activation.alpha,0.3761546015739441,1
layer2.0.f_activation.beta,0.44011467695236206,1
layer2.1.f_activation.alpha,0.37625113129615784,1
layer2.1.f_activation.beta,0.4400941729545593,1
layer3.0.f_activation.alpha,0.3763273060321808,1
layer3.0.f_activation.beta,0.43949466943740845,1
layer3.1.f_activation.alpha,0.3774205148220062,1
layer3.1.f_activation.beta,0.44039463996887207,1
layer4.0.f_activation.alpha,0.37660273909568787,1
layer4.0.f_activation.beta,0.44255366921424866,1
layer4.1.f_activation.alpha,0.3800428807735443,1
layer4.1.f_activation.beta,0.44333615899086,1
f_activation.alpha,0.3755446970462799,2
f_activation.beta,0.44064146280288696,2
layer1.0.f_activation.alpha,0.3752397298812866,2
layer1.0.f_activation.beta,0.43848350644111633,2
layer1.1.f_activation.alpha,0.3752623498439789,2
layer1.1.f_activation.beta,0.4381818473339081,2
layer2.0.f_activation.alpha,0.374906063079834,2
layer2.0.f_activation.beta,0.43863415718078613,2
layer2.1.f_activation.alpha,0.3752991855144501,2
layer2.1.f_activation.beta,0.4392615854740143,2
layer3.0.f_activation.alpha,0.3754829168319702,2
layer3.0.f_activation.beta,0.4382217824459076,2
layer3.1.f_activation.alpha,0.3774304986000061,2
layer3.1.f_activation.beta,0.43984320759773254,2
layer4.0.f_activation.alpha,0.3779573142528534,2
layer4.0.f_activation.beta,0.44442224502563477,2
layer4.1.f_activation.alpha,0.38267627358436584,2
layer4.1.f_activation.beta,0.4459153413772583,2
f_activation.alpha,0.37464600801467896,3
f_activation.beta,0.4405424892902374,3
layer1.0.f_activation.alpha,0.37384411692619324,3
layer1.0.f_activation.beta,0.4372944235801697,3
layer1.1.f_activation.alpha,0.3742084801197052,3
layer1.1.f_activation.beta,0.436837762594223,3
layer2.0.f_activation.alpha,0.37394973635673523,3
layer2.0.f_activation.beta,0.437343567609787,3
layer2.1.f_activation.alpha,0.374681681394577,3
layer2.1.f_activation.beta,0.43875783681869507,3
layer3.0.f_activation.alpha,0.37515732645988464,3
layer3.0.f_activation.beta,0.43774569034576416,3
layer3.1.f_activation.alpha,0.3776971697807312,3
layer3.1.f_activation.beta,0.44003963470458984,3
layer4.0.f_activation.alpha,0.3803161084651947,3
layer4.0.f_activation.beta,0.4466497302055359,3
layer4.1.f_activation.alpha,0.38577935099601746,3
